PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-2041,"Environmental scientists and specialists, including health",,3150,9.7,0.583,38.20,79450,7.7,22.65,28.76,33.93,43.01,54.54,47120,59830,70580,89470,113450,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-2042,"Geoscientists, except hydrologists and geographers",,1180,21.1,0.220,39.17,81480,4.8,19.42,27.20,37.83,50.29,60.02,40400,56580,78680,104610,124840,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-2043,Hydrologists,,160,27.5,0.030,46.70,97140,7.0,26.40,32.36,47.58,53.14,73.33,54920,67320,98960,110540,152530,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-2099,"Physical scientists, all other",,820,15.3,0.152,41.00,85280,6.7,21.67,25.97,36.47,55.11,70.04,45070,54020,75850,114630,145690,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-3011,Economists,,250,12.9,0.046,52.69,109590,7.5,27.70,36.15,51.53,64.85,77.23,57610,75200,107190,134890,160630,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-3021,Market research analysts,,12970,4.9,2.404,31.44,65400,1.8,16.29,21.01,29.31,38.84,50.45,33880,43700,60950,80790,104930,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-3022,Survey researchers,,790,21.7,0.146,23.47,48820,10.6,9.94,16.14,19.21,24.30,35.19,20680,33560,39970,50550,73200,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-3031,"Clinical, counseling, and school psychologists",,5180,8.7,0.960,39.14,81410,4.2,21.95,27.33,35.71,47.05,59.23,45660,56840,74270,97870,123190,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-3039,"Psychologists, all other",,**,**,**,43.76,91030,2.8,17.52,33.70,47.77,55.38,63.81,36440,70100,99370,115180,132730,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-3041,Sociologists,,**,**,**,32.59,67790,2.1,24.97,29.43,32.89,36.63,41.41,51930,61210,68410,76200,86140,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-3051,Urban and regional planners,,1990,8.9,0.369,38.18,79410,1.9,23.76,29.52,36.97,46.19,55.24,49420,61410,76900,96070,114900,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-3091,Anthropologists and archeologists,,160,46.0,0.029,32.88,68380,2.3,20.41,25.07,31.95,40.80,48.35,42450,52150,66460,84870,100570,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-3093,Historians,,**,**,**,41.49,86290,4.9,31.66,36.64,43.59,48.67,51.78,65850,76210,90670,101220,107700,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-3094,Political scientists,,340,6.2,0.063,34.01,70750,2.2,21.35,24.07,26.97,41.10,62.25,44410,50070,56100,85480,129470,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-3099,"Social scientists and related workers, all other",,730,23.0,0.135,36.31,75530,9.1,24.26,26.76,31.89,42.94,56.03,50460,55670,66330,89320,116540,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-4011,Agricultural and food science technicians,,450,9.3,0.084,18.07,37580,3.0,12.84,15.02,17.48,20.80,23.93,26710,31230,36360,43260,49770,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-4021,Biological technicians,,2300,23.4,0.427,20.59,42820,3.1,13.45,15.48,19.24,24.74,30.36,27990,32190,40020,51450,63150,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-4031,Chemical technicians,,2050,10.6,0.380,20.87,43410,3.0,12.45,16.90,20.86,24.67,29.22,25910,35150,43400,51310,60780,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-4041,Geological and petroleum technicians,,160,36.0,0.029,30.29,63000,7.7,16.81,19.19,26.78,33.93,47.46,34970,39910,55710,70580,98710,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-4051,Nuclear technicians,,60,41.7,0.011,24.55,51060,9.0,14.18,20.06,26.00,29.56,31.79,29490,41720,54090,61490,66130,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-4061,Social science research assistants,,680,30.3,0.126,19.97,41530,3.2,13.71,16.08,19.14,23.24,27.16,28510,33450,39810,48330,56490,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-4091,"Environmental science and protection technicians, including health",,810,21.5,0.150,27.67,57560,4.0,15.69,21.31,27.14,33.77,40.22,32630,44320,56450,70250,83660,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-4092,Forensic science technicians,,620,3.0,0.115,34.58,71920,1.9,21.62,26.78,33.26,43.45,51.71,44980,55710,69190,90380,107560,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-4099,"Life, physical, and social science technicians, all other",,1720,20.9,0.319,20.62,42890,3.5,11.79,15.32,19.90,24.43,31.76,24530,31870,41390,50820,66060,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",21-0000,Community and social services occupations,major,70960,2.8,13.152,24.27,50490,3.9,12.36,16.31,22.36,30.63,40.36,25710,33930,46510,63720,83940,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",21-1011,Substance abuse and behavioral disorder counselors,,2790,12.2,0.516,16.12,33540,3.7,10.78,12.32,14.63,18.48,22.54,22420,25630,30430,38430,46880,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",21-1012,"Educational, vocational, and school counselors",,10380,9.6,1.924,29.87,62120,3.3,16.55,20.70,26.27,39.68,49.30,34420,43060,54630,82530,102530,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",21-1013,Marriage and family therapists,,2190,12.0,0.405,24.18,50300,2.9,16.45,19.57,23.91,28.74,32.46,34210,40710,49740,59780,67520,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",21-1014,Mental health counselors,,2480,13.6,0.460,22.05,45870,12.2,11.24,13.09,17.57,24.86,45.29,23380,27220,36540,51700,94200,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",21-1015,Rehabilitation counselors,,1690,20.1,0.314,17.04,35450,5.0,9.77,11.90,15.27,19.94,28.41,20330,24750,31750,41470,59100,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",21-1019,"Counselors, all other",,1360,7.5,0.252,22.96,47750,5.9,14.99,17.70,20.92,26.46,36.80,31170,36820,43510,55040,76550,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",21-1021,"Child, family, and school social workers",,9640,5.3,1.787,24.63,51220,7.8,14.41,18.46,23.72,29.21,39.24,29970,38390,49340,60750,81630,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",21-1022,Medical and public health social workers,,4250,8.9,0.787,27.26,56690,2.6,15.95,21.03,26.74,33.44,40.00,33170,43750,55610,69540,83190,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",21-1023,Mental health and substance abuse social workers,,5600,7.0,1.038,21.89,45520,3.9,13.42,15.67,19.65,27.21,33.50,27910,32590,40880,56600,69670,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",21-1029,"Social workers, all other",,5180,5.4,0.961,27.81,57850,3.0,16.57,20.88,27.00,34.63,41.36,34460,43440,56160,72020,86030,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",21-1091,Health educators,,3070,16.6,0.569,21.03,43730,3.8,12.26,14.75,18.37,25.72,33.95,25510,30690,38200,53510,70620,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",21-1093,Social and human service assistants,,10540,5.9,1.954,17.29,35970,3.7,10.73,13.31,16.84,20.69,25.03,22320,27690,35030,43030,52060,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",21-1099,"Community and social service specialists, all other",,5340,7.7,0.989,22.33,46450,6.2,10.39,13.15,21.22,30.68,35.57,21610,27350,44130,63810,73990,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",21-2011,Clergy,,1150,10.6,0.213,34.97,72730,3.7,20.26,23.71,31.72,42.62,55.13,42150,49310,65990,88650,114680,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",21-2021,"Directors, religious activities and education",,740,10.2,0.138,23.24,48340,5.8,9.48,14.77,19.35,30.98,40.41,19710,30730,40240,64440,84050,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",21-2099,"Religious workers, all other",,**,**,**,11.61,24140,10.7,8.30,8.62,9.14,14.12,18.03,17270,17920,19020,29370,37510,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",23-0000,Legal occupations,major,51890,2.4,9.619,57.71,120040,3.0,21.04,30.21,48.86,79.00,#,43770,62840,101630,164330,#,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",23-1011,Lawyers,,31730,3.6,5.881,74.85,155690,3.0,36.78,48.72,69.28,#,#,76500,101330,144100,#,#,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",23-1022,"Arbitrators, mediators, and conciliators",,400,28.6,0.074,40.73,84720,10.5,17.62,20.24,34.82,58.18,#,36660,42090,72430,121010,#,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",23-2011,Paralegals and legal assistants,,11820,6.0,2.191,28.76,59820,3.0,16.08,21.40,27.48,34.84,44.91,33450,44520,57160,72460,93420,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",23-2092,Law clerks,,2140,16.3,0.396,23.61,49120,10.3,10.81,15.49,23.39,31.83,34.86,22490,32220,48650,66210,72520,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",23-2093,"Title examiners, abstractors, and searchers",,1690,17.4,0.313,26.83,55810,3.7,14.51,18.36,25.23,33.59,42.69,30180,38190,52480,69860,88800,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",23-2099,"Legal support workers, all other",,2100,6.4,0.389,28.04,58320,2.3,16.64,21.32,26.48,33.48,40.83,34610,44340,55070,69630,84940,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-0000,"Education, training, and library occupations",major,338030,1.9,62.654,27.36,56910,2.0,12.44,17.45,24.86,35.45,44.65,25880,36290,51700,73730,92870,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-1011,"Business teachers, postsecondary",,2200,12.9,0.408,*,93500,2.5,*,*,*,*,*,51670,71050,90870,107810,145120,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-1021,"Computer science teachers, postsecondary",,1280,21.3,0.238,*,87890,2.7,*,*,*,*,*,45420,60810,80150,106760,150110,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-1022,"Mathematical science teachers, postsecondary",,2150,7.3,0.398,*,86000,2.7,*,*,*,*,*,46650,58950,82870,110190,135190,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-1031,"Architecture teachers, postsecondary",,**,**,**,*,83350,4.8,*,*,*,*,*,47180,61570,79180,100810,135770,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-1032,"Engineering teachers, postsecondary",,**,**,**,*,95720,3.0,*,*,*,*,*,35380,65120,91920,123760,154780,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-1042,"Biological science teachers, postsecondary",,**,**,**,*,90050,4.1,*,*,*,*,*,46340,61120,83630,108840,141290,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-1051,"Atmospheric, earth, marine, and space sciences teachers, postsecondary",,810,29.7,0.149,*,91180,2.0,*,*,*,*,*,50680,66900,87590,111970,140480,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-1052,"Chemistry teachers, postsecondary",,840,35.5,0.155,*,87520,2.9,*,*,*,*,*,46990,60390,79070,107410,139770,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-1053,"Environmental science teachers, postsecondary",,60,49.0,0.012,*,95740,21.7,*,*,*,*,*,40540,54190,80850,108600,#,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-1054,"Physics teachers, postsecondary",,460,43.0,0.086,*,91060,2.8,*,*,*,*,*,51020,63270,85000,109410,139830,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-1061,"Anthropology and archeology teachers, postsecondary",,260,17.6,0.047,*,80660,2.2,*,*,*,*,*,49400,61000,79100,98030,116030,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-1062,"Area, ethnic, and cultural studies teachers, postsecondary",,240,21.8,0.044,*,78370,3.4,*,*,*,*,*,42100,54810,71250,97820,117790,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-1063,"Economics teachers, postsecondary",,400,12.7,0.073,*,84150,3.2,*,*,*,*,*,45280,61030,81260,101630,128130,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-1064,"Geography teachers, postsecondary",,80,15.2,0.015,*,91020,6.1,*,*,*,*,*,52520,70700,86590,108860,146620,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-1065,"Political science teachers, postsecondary",,450,12.1,0.084,*,87130,2.5,*,*,*,*,*,46970,62220,84370,105720,138820,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-1066,"Psychology teachers, postsecondary",,1760,10.4,0.327,*,81340,2.3,*,*,*,*,*,47770,59020,78260,98200,127120,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-1067,"Sociology teachers, postsecondary",,580,11.1,0.107,*,96670,3.9,*,*,*,*,*,45900,62390,90730,126320,161090,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-1069,"Social sciences teachers, postsecondary, all other",,160,18.7,0.030,*,85580,2.5,*,*,*,*,*,51700,62140,83630,106000,131010,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-1071,"Health specialties teachers, postsecondary",,3790,9.6,0.703,*,87850,7.0,*,*,*,*,*,42870,54840,75390,107150,151430,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-1072,"Nursing instructors and teachers, postsecondary",,1420,11.6,0.264,*,81140,4.0,*,*,*,*,*,47350,59260,77250,103460,124840,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-1081,"Education teachers, postsecondary",,2020,32.1,0.375,*,73150,1.9,*,*,*,*,*,47140,58510,71420,83120,104360,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-1082,"Library science teachers, postsecondary",,100,29.3,0.019,*,74360,2.5,*,*,*,*,*,52560,62240,74660,87530,99340,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-1111,"Criminal justice and law enforcement teachers, postsecondary",,330,18.3,0.061,*,74810,4.3,*,*,*,*,*,39290,47210,74790,98740,115460,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-1112,"Law teachers, postsecondary",,400,28.1,0.075,*,104590,5.4,*,*,*,*,*,50560,68090,93270,122410,#,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-1113,"Social work teachers, postsecondary",,100,2.6,0.018,*,105920,4.8,*,*,*,*,*,51840,80880,97920,133000,#,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-1121,"Art, drama, and music teachers, postsecondary",,4870,8.5,0.903,*,85690,2.5,*,*,*,*,*,47630,61530,81270,104690,136610,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-1122,"Communications teachers, postsecondary",,1050,8.8,0.195,*,79930,5.2,*,*,*,*,*,42510,52180,75670,100770,138210,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-1123,"English language and literature teachers, postsecondary",,3110,9.2,0.577,*,78970,2.5,*,*,*,*,*,43860,55420,75690,99120,125220,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-1124,"Foreign language and literature teachers, postsecondary",,1600,20.0,0.297,*,75280,4.6,*,*,*,*,*,34660,43500,72010,95570,129860,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-1125,"History teachers, postsecondary",,680,10.7,0.126,*,83710,2.3,*,*,*,*,*,47860,60620,82100,102260,126250,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-1126,"Philosophy and religion teachers, postsecondary",,650,9.1,0.121,*,76580,3.8,*,*,*,*,*,42170,55660,74530,92860,119050,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-1191,Graduate teaching assistants,,1970,44.7,0.365,*,33760,5.1,*,*,*,*,*,18810,23510,30340,44060,51490,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-1192,"Home economics teachers, postsecondary",,170,21.7,0.031,*,87510,7.9,*,*,*,*,*,42320,56220,87870,110420,136650,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-1193,"Recreation and fitness studies teachers, postsecondary",,960,9.3,0.178,*,84140,3.5,*,*,*,*,*,43680,54730,80500,107220,137960,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-1194,"Vocational education teachers, postsecondary",,5180,8.0,0.960,30.18,62780,4.0,13.72,19.88,28.63,38.65,50.08,28530,41360,59560,80400,104170,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-1199,"Postsecondary teachers, all other",,12440,6.5,2.306,*,87980,6.0,*,*,*,*,*,44050,63350,79280,101790,138890,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-2011,"Preschool teachers, except special education",,17350,6.1,3.216,14.69,30550,2.4,10.01,11.50,13.78,16.99,20.47,20830,23920,28670,35340,42570,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-2012,"Kindergarten teachers, except special education",,8360,5.5,1.549,*,56630,4.3,*,*,*,*,*,33840,41950,54380,70910,83990,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-2021,"Elementary school teachers, except special education",,64630,2.5,11.978,*,60600,3.0,*,*,*,*,*,39830,46320,59080,74080,85960,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-2022,"Middle school teachers, except special and vocational education",,14560,6.5,2.699,*,63100,2.3,*,*,*,*,*,36980,46910,62580,78590,92740,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-2023,"Vocational education teachers, middle school",,320,38.7,0.059,*,56570,9.3,*,*,*,*,*,34510,43270,54200,66310,90650,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-2031,"Secondary school teachers, except special and vocational education",,44620,4.1,8.270,*,65480,2.0,*,*,*,*,*,42190,51230,65550,79150,93000,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-2032,"Vocational education teachers, secondary school",,700,19.8,0.130,*,60890,5.1,*,*,*,*,*,38750,47880,58820,74210,88970,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-2041,"Special education teachers, preschool, kindergarten, and elementary school",,7460,4.2,1.382,*,63470,2.7,*,*,*,*,*,43180,49510,63660,76470,86350,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-2042,"Special education teachers, middle school",,1800,15.6,0.333,*,65460,4.1,*,*,*,*,*,42580,53370,63930,78780,93270,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-2043,"Special education teachers, secondary school",,4500,9.7,0.834,*,67080,2.2,*,*,*,*,*,46320,55090,68500,78660,88830,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-3011,"Adult literacy, remedial education, and GED teachers and instructors",,6970,8.1,1.292,36.55,76020,5.6,20.05,28.49,37.95,45.20,50.30,41700,59260,78930,94020,104620,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-3021,Self-enrichment education teachers,,5770,13.6,1.069,20.58,42800,5.7,9.79,13.00,17.16,25.76,36.12,20370,27040,35690,53580,75140,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-3099,"Teachers and instructors, all other",,23710,4.6,4.394,*,48710,2.8,*,*,*,*,*,27010,35820,45120,58220,75940,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-4011,Archivists,,90,12.1,0.016,27.08,56330,8.8,11.45,17.04,24.04,33.12,47.04,23820,35440,50000,68890,97840,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-4012,Curators,,400,30.2,0.073,28.37,59010,2.9,16.38,20.12,26.89,36.73,43.56,34070,41850,55920,76400,90610,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-4013,Museum technicians and conservators,,460,19.0,0.084,20.39,42410,3.6,12.11,16.43,20.23,24.25,27.92,25190,34180,42080,50440,58070,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-4021,Librarians,,3690,3.8,0.683,32.46,67520,1.6,20.25,26.05,32.25,38.80,45.87,42120,54190,67080,80710,95400,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-4031,Library technicians,,3050,4.9,0.565,19.10,39720,1.8,12.61,15.77,18.94,22.16,25.76,26230,32800,39400,46090,53580,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-9011,Audio-visual collections specialists,,200,10.2,0.037,20.02,41640,2.9,13.05,15.13,18.93,24.79,28.89,27150,31480,39370,51560,60080,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-9031,Instructional coordinators,,3890,7.1,0.721,31.73,66000,3.9,16.61,20.38,29.65,38.92,47.30,34550,42390,61670,80950,98380,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-9041,Teacher assistants,,62590,3.3,11.601,*,31460,2.1,*,*,*,*,*,20610,24130,30460,38310,45420,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",25-9099,"Education, training, and library workers, all other",,5250,6.4,0.973,18.97,39450,6.1,11.42,13.33,16.78,21.98,32.01,23750,27730,34890,45720,66570,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",27-0000,"Arts, design, entertainment, sports, and media occupations",major,142420,3.6,26.397,34.23,71200,2.8,11.61,16.69,25.50,40.87,67.84,24150,34710,53040,85020,141110,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",27-1011,Art directors,,3630,5.4,0.673,50.67,105390,2.3,23.82,30.81,43.43,63.28,#,49540,64090,90330,131620,#,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",27-1012,Craft artists,,370,26.0,0.069,24.51,50970,6.5,12.90,15.94,24.08,31.64,38.00,26840,33160,50080,65800,79050,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",27-1013,"Fine artists, including painters, sculptors, and illustrators",,950,22.4,0.176,33.85,70420,6.5,15.25,20.77,30.55,41.62,58.14,31720,43200,63550,86570,120930,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",27-1014,Multi-media artists and animators,,5540,12.6,1.026,36.22,75330,2.7,18.73,24.90,32.31,43.53,55.51,38960,51790,67200,90530,115460,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",27-1019,"Artists and related workers, all other",,510,24.4,0.094,33.18,69020,4.0,15.18,23.08,33.66,38.41,46.67,31580,48010,70010,79890,97070,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",27-1021,Commercial and industrial designers,,1220,12.9,0.225,33.30,69250,3.4,18.02,23.39,32.48,40.97,51.21,37490,48650,67560,85210,106520,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",27-1022,Fashion designers,,3240,12.5,0.600,40.40,84020,7.5,16.83,21.77,33.51,47.69,77.39,35020,45280,69710,99190,160970,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",27-1023,Floral designers,,1310,16.1,0.243,13.62,28330,4.0,9.36,10.72,13.12,15.59,18.25,19460,22300,27300,32430,37960,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",27-1024,Graphic designers,,13730,4.6,2.544,27.50,57200,2.9,14.62,18.91,24.99,33.81,44.05,30400,39330,51980,70310,91620,,
