AREA_TITLE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY,LOC_QUOTIENT
"Ann Arbor, MI",Dental hygienists,,360,12.5,30.30,63030,5.3,25.44,27.63,30.55,34.81,38.59,52910,57460,63550,72400,80270,,,
"Ann Arbor, MI",Cardiovascular technologists and technicians,,110,6.1,28.42,59120,12.5,17.00,21.00,25.62,29.93,32.43,35350,43670,53290,62260,67450,,,
"Ann Arbor, MI",Diagnostic medical sonographers,,130,7.8,28.44,59160,2.4,22.49,26.01,28.70,31.41,34.92,46770,54090,59700,65340,72630,,,
"Ann Arbor, MI",Nuclear medicine technologists,,70,17.7,35.03,72850,1.9,30.56,33.46,35.95,38.44,39.97,63570,69600,74780,79950,83140,,,
"Ann Arbor, MI",Radiologic technologists and technicians,,450,6.7,24.80,51570,2.3,18.01,21.35,24.92,28.99,31.54,37470,44400,51840,60310,65610,,,
"Ann Arbor, MI",Emergency medical technicians and paramedics,,**,**,14.27,29680,6.1,10.03,11.23,13.63,17.00,19.33,20860,23350,28340,35370,40200,,,
"Ann Arbor, MI",Pharmacy technicians,,600,19.7,14.84,30880,3.0,10.67,12.49,14.39,16.44,19.66,22200,25990,29940,34200,40900,,,
"Ann Arbor, MI",Surgical technologists,,110,4.9,18.81,39120,2.6,14.03,16.60,18.77,21.59,24.19,29190,34530,39030,44900,50310,,,
"Ann Arbor, MI",Veterinary technologists and technicians,,**,**,17.62,36640,4.6,13.65,15.30,17.49,19.62,22.42,28380,31820,36380,40810,46640,,,
"Ann Arbor, MI",Licensed practical and licensed vocational nurses,,710,12.8,22.03,45820,1.9,17.52,19.98,22.19,24.27,26.21,36430,41550,46150,50480,54520,,,
"Ann Arbor, MI",Medical records and health information technicians,,420,5.1,18.56,38600,2.7,11.93,13.72,16.77,22.57,28.05,24810,28540,34890,46950,58350,,,
"Ann Arbor, MI","Opticians, dispensing",,80,40.5,16.73,34800,5.2,11.41,13.91,16.53,19.18,23.47,23730,28940,34380,39890,48820,,,
"Ann Arbor, MI","Health technologists and technicians, all other",,**,**,22.43,46650,1.9,15.12,18.06,22.33,26.85,30.64,31440,37560,46440,55840,63740,,,
"Ann Arbor, MI",Occupational health and safety specialists,,60,4.4,29.75,61870,3.4,19.99,23.17,28.73,36.28,43.48,41580,48190,59770,75460,90430,,,
"Ann Arbor, MI",Athletic trainers,,60,0.0,*,43690,1.9,*,*,*,*,*,34290,36880,41210,48590,55270,True,,
"Ann Arbor, MI",Healthcare support occupations,major,5710,6.0,14.68,30530,2.3,10.26,12.03,14.10,16.21,20.29,21330,25030,29330,33720,42190,,,
"Ann Arbor, MI",Home health aides,,1080,19.4,11.83,24610,4.1,8.64,10.18,12.02,13.88,15.15,17970,21180,25010,28880,31500,,,
"Ann Arbor, MI","Nursing aides, orderlies, and attendants",,2010,9.6,13.91,28940,2.0,10.77,12.27,13.89,15.39,17.23,22390,25530,28890,32010,35840,,,
"Ann Arbor, MI",Physical therapist assistants,,60,27.2,15.93,33140,14.9,8.31,9.15,16.24,21.10,24.89,17280,19030,33770,43890,51780,,,
"Ann Arbor, MI",Physical therapist aides,,40,49.2,13.69,28470,3.3,11.76,12.55,13.64,14.77,16.02,24460,26110,28370,30720,33320,,,
"Ann Arbor, MI",Massage therapists,,60,39.5,18.44,38360,17.9,7.59,8.87,21.09,24.20,26.24,15780,18460,43870,50340,54590,,,
"Ann Arbor, MI",Dental assistants,,480,9.3,17.68,36780,3.7,12.38,15.26,17.99,20.37,23.41,25740,31730,37410,42380,48690,,,
"Ann Arbor, MI",Medical assistants,,1040,7.8,14.59,30350,1.9,11.20,12.85,14.31,15.88,18.68,23290,26730,29770,33030,38850,,,
"Ann Arbor, MI",Medical equipment preparers,,110,6.5,15.80,32860,3.0,12.99,13.89,15.40,17.62,19.32,27020,28900,32030,36650,40190,,,
"Ann Arbor, MI",Medical transcriptionists,,130,7.7,20.74,43140,4.5,14.55,16.81,18.89,22.68,30.11,30270,34970,39280,47180,62640,,,
"Ann Arbor, MI",Pharmacy aides,,**,**,10.49,21810,11.6,7.43,8.16,10.48,12.43,14.47,15460,16970,21800,25850,30100,,,
"Ann Arbor, MI",Veterinary assistants and laboratory animal caretakers,,80,42.6,11.65,24220,4.8,8.70,9.78,11.59,13.54,15.08,18090,20340,24100,28170,31370,,,
"Ann Arbor, MI","Healthcare support workers, all other",,280,8.7,18.03,37500,3.9,10.78,12.69,16.43,20.92,25.37,22430,26400,34170,43520,52780,,,
"Ann Arbor, MI",Protective service occupations,major,2600,3.5,23.21,48270,4.3,9.82,17.69,23.20,29.17,34.97,20430,36800,48260,60680,72730,,,
"Ann Arbor, MI",First-line supervisors/managers of police and detectives,,70,22.5,40.92,85110,2.8,33.62,35.73,39.25,46.14,53.67,69930,74330,81640,95980,111640,,,
"Ann Arbor, MI","First-line supervisors/managers, protective service workers, all other",,50,21.3,24.20,50340,7.4,14.58,17.27,23.38,28.36,34.85,30320,35910,48640,58990,72490,,,
"Ann Arbor, MI",Fire fighters,,260,9.5,23.96,49830,3.0,15.81,19.48,23.57,28.70,32.60,32870,40520,49030,59700,67820,,,
"Ann Arbor, MI",Detectives and criminal investigators,,70,0.0,33.42,69510,2.6,26.84,29.52,33.02,37.62,41.50,55820,61400,68690,78240,86330,,,
"Ann Arbor, MI",Police and sheriff's patrol officers,,620,5.4,29.35,61040,2.1,21.69,26.06,29.29,32.80,38.27,45120,54200,60910,68230,79610,,,
"Ann Arbor, MI",Security guards,,410,11.7,12.68,26380,7.3,8.01,8.79,11.58,16.28,19.11,16660,18280,24080,33860,39750,,,
"Ann Arbor, MI",Crossing guards,,50,18.6,10.69,22230,3.2,8.56,9.53,10.51,11.84,13.51,17800,19820,21860,24620,28090,,,
"Ann Arbor, MI","Lifeguards, ski patrol, and other recreational protective service workers",,**,**,8.77,18250,3.2,7.73,8.18,8.75,9.32,10.01,16080,17010,18200,19390,20820,,,
"Ann Arbor, MI","Protective service workers, all other",,100,23.2,17.53,36460,14.6,9.79,11.07,12.57,23.90,31.75,20360,23040,26150,49710,66040,,,
"Ann Arbor, MI",Food preparation and serving related occupations,major,14360,3.5,10.06,20920,1.5,7.41,7.67,8.78,11.34,14.81,15420,15960,18260,23590,30810,,,
"Ann Arbor, MI",Chefs and head cooks,,150,20.3,22.73,47270,6.9,11.69,14.63,21.25,31.89,36.63,24310,30420,44200,66320,76190,,,
"Ann Arbor, MI",First-line supervisors/managers of food preparation and serving workers,,910,11.1,15.49,32220,3.9,8.93,11.13,15.46,18.80,22.36,18580,23140,32150,39100,46500,,,
"Ann Arbor, MI","Cooks, fast food",,630,40.3,8.42,17520,4.2,7.31,7.43,7.71,8.89,10.19,15200,15460,16040,18500,21180,,,
"Ann Arbor, MI","Cooks, institution and cafeteria",,370,12.3,13.32,27700,2.6,8.83,11.00,13.40,15.31,17.67,18370,22870,27870,31840,36750,,,
"Ann Arbor, MI","Cooks, restaurant",,800,17.6,11.49,23910,3.7,7.94,9.33,11.22,12.85,16.19,16510,19410,23340,26730,33660,,,
"Ann Arbor, MI","Cooks, short order",,410,38.5,10.21,21240,8.0,7.50,7.84,9.69,11.82,14.47,15600,16300,20150,24580,30100,,,
"Ann Arbor, MI",Food preparation workers,,1010,26.1,10.58,22000,2.9,7.82,8.73,10.22,11.85,14.40,16260,18160,21260,24650,29950,,,
"Ann Arbor, MI",Bartenders,,450,16.9,9.33,19400,3.2,7.46,7.65,8.24,10.88,12.61,15510,15910,17140,22620,26230,,,
"Ann Arbor, MI","Combined food preparation and serving workers, including fast food",,3780,7.4,9.04,18790,2.3,7.53,7.79,8.51,9.55,11.50,15670,16190,17700,19860,23910,,,
"Ann Arbor, MI","Counter attendants, cafeteria, food concession, and coffee shop",,690,36.6,7.86,16350,4.7,7.22,7.31,7.46,8.07,9.15,15020,15210,15510,16800,19040,,,
"Ann Arbor, MI",Waiters and waitresses,,3080,5.9,9.30,19350,3.2,7.33,7.45,7.71,10.68,13.87,15250,15500,16040,22210,28860,,,
"Ann Arbor, MI","Food servers, nonrestaurant",,280,8.7,11.44,23790,2.1,8.56,9.89,11.43,13.11,14.80,17800,20570,23770,27260,30780,,,
"Ann Arbor, MI",Dining room and cafeteria attendants and bartender helpers,,520,21.0,9.14,19010,3.4,7.32,7.46,7.83,10.02,13.71,15230,15510,16280,20850,28530,,,
"Ann Arbor, MI",Dishwashers,,650,9.5,8.97,18650,1.5,7.57,7.92,8.76,9.77,11.22,15750,16470,18230,20320,23330,,,
"Ann Arbor, MI","Hosts and hostesses, restaurant, lounge, and coffee shop",,420,17.1,9.02,18750,2.2,7.49,7.85,8.65,9.51,11.43,15590,16320,17980,19790,23770,,,
"Ann Arbor, MI","Food preparation and serving related workers, all other",,**,**,11.80,24550,10.4,7.68,9.18,11.11,13.55,17.58,15970,19100,23110,28180,36560,,,
"Ann Arbor, MI",Building and grounds cleaning and maintenance occupations,major,6140,7.4,13.14,27320,2.5,7.88,9.16,12.17,15.93,19.48,16400,19050,25320,33140,40530,,,
"Ann Arbor, MI",First-line supervisors/managers of housekeeping and janitorial workers,,350,28.8,18.49,38450,5.5,10.83,12.35,17.06,22.57,29.40,22530,25690,35480,46950,61150,,,
"Ann Arbor, MI","First-line supervisors/managers of landscaping, lawn service, and groundskeeping workers",,110,31.1,28.08,58400,5.3,16.48,18.77,30.12,36.86,40.04,34270,39040,62650,76660,83290,,,
"Ann Arbor, MI","Janitors and cleaners, except maids and housekeeping cleaners",,3100,7.5,13.57,28240,3.8,8.21,9.52,13.65,16.64,19.42,17080,19800,28400,34600,40380,,,
"Ann Arbor, MI",Maids and housekeeping cleaners,,990,16.3,10.30,21420,3.5,7.43,7.71,9.49,11.95,14.62,15450,16030,19730,24860,30410,,,
"Ann Arbor, MI",Landscaping and groundskeeping workers,,1400,18.7,11.73,24410,3.4,8.22,9.12,10.88,13.40,17.74,17090,18970,22620,27870,36900,,,
"Ann Arbor, MI",Personal care and service occupations,major,4660,9.8,11.98,24920,3.1,7.67,8.59,10.53,13.47,17.89,15940,17870,21900,28020,37220,,,
"Ann Arbor, MI",First-line supervisors/managers of personal service workers,,140,19.3,21.01,43690,7.3,12.48,16.33,18.74,24.56,31.42,25970,33960,38970,51080,65350,,,
"Ann Arbor, MI",Nonfarm animal caretakers,,120,21.8,10.98,22840,3.1,8.58,9.43,10.74,12.43,14.13,17850,19620,22330,25860,29380,,,
"Ann Arbor, MI","Ushers, lobby attendants, and ticket takers",,**,**,8.68,18060,4.0,7.54,7.84,8.59,9.34,9.88,15680,16300,17860,19420,20540,,,
"Ann Arbor, MI",Amusement and recreation attendants,,180,20.2,10.15,21100,3.8,7.49,7.94,9.58,11.60,14.47,15580,16520,19940,24120,30100,,,
"Ann Arbor, MI","Entertainment attendants and related workers, all other",,50,45.9,8.24,17140,5.8,7.42,7.55,7.77,8.03,9.78,15430,15700,16160,16700,20340,,,
"Ann Arbor, MI","Hairdressers, hairstylists, and cosmetologists",,340,38.4,14.61,30380,6.2,7.60,8.51,12.90,17.34,26.01,15810,17700,26840,36070,54100,,,
"Ann Arbor, MI",Manicurists and pedicurists,,50,44.8,11.10,23090,4.6,7.71,8.64,10.75,13.21,15.64,16040,17980,22350,27480,32520,,,
"Ann Arbor, MI",Skin care specialists,,70,39.8,21.17,44030,7.8,12.09,18.28,21.99,25.39,28.76,25150,38030,45740,52810,59830,,,
"Ann Arbor, MI",Child care workers,,950,28.7,11.14,23170,4.6,7.88,8.95,10.85,12.89,14.95,16390,18620,22570,26820,31100,,,
"Ann Arbor, MI",Personal and home care aides,,870,29.1,11.33,23570,2.0,8.93,9.97,11.12,12.60,14.67,18570,20730,23140,26200,30520,,,
"Ann Arbor, MI",Fitness trainers and aerobics instructors,,250,31.0,16.31,33920,9.4,7.66,8.14,12.49,21.20,28.77,15940,16930,25980,44090,59830,,,
"Ann Arbor, MI",Recreation workers,,1200,11.1,10.69,22230,4.6,7.47,7.87,9.10,11.68,15.18,15540,16360,18920,24290,31560,,,
"Ann Arbor, MI",Sales and related occupations,major,17450,7.3,17.31,36000,5.1,7.62,8.70,11.47,20.08,35.04,15850,18090,23860,41770,72880,,,
"Ann Arbor, MI",First-line supervisors/managers of retail sales workers,,1290,11.7,19.54,40650,2.3,10.87,14.00,18.27,23.85,30.26,22610,29120,38000,49610,62940,,,
"Ann Arbor, MI",First-line supervisors/managers of non-retail sales workers,,360,19.9,37.14,77250,8.3,18.79,24.50,33.57,42.62,67.14,39090,50970,69830,88640,139660,,,
"Ann Arbor, MI",Cashiers,,4510,22.2,9.39,19530,1.5,7.45,7.83,8.96,10.24,12.01,15490,16280,18630,21290,24990,,,
"Ann Arbor, MI",Counter and rental clerks,,380,24.4,9.52,19800,3.8,7.32,7.48,8.41,11.24,14.20,15220,15570,17490,23390,29530,,,
"Ann Arbor, MI",Parts salespersons,,160,33.4,15.96,33210,10.2,9.14,11.21,14.54,18.93,26.96,19000,23330,30240,39370,56080,,,
"Ann Arbor, MI",Retail salespersons,,5460,9.7,11.75,24440,3.1,7.63,8.38,9.79,13.43,17.96,15870,17440,20350,27940,37350,,,
"Ann Arbor, MI",Advertising sales agents,,100,27.3,29.26,60860,17.8,10.38,13.85,21.15,39.66,55.54,21580,28810,43990,82490,115530,,,
"Ann Arbor, MI",Insurance sales agents,,140,23.7,39.17,81480,24.9,13.22,20.98,28.35,36.16,#,27500,43640,58970,75220,#,,,
"Ann Arbor, MI","Securities, commodities, and financial services sales agents",,210,24.7,*,*,*,*,*,*,*,*,*,*,*,*,*,,,
"Ann Arbor, MI",Travel agents,,100,18.3,14.54,30240,6.5,10.25,12.14,14.08,16.79,19.48,21310,25240,29280,34920,40520,,,
"Ann Arbor, MI","Sales representatives, services, all other",,680,20.5,36.38,75680,21.1,11.74,15.48,27.66,45.32,79.59,24430,32200,57530,94260,165540,,,
"Ann Arbor, MI","Sales representatives, wholesale and manufacturing, technical and scientific products",,1280,13.0,38.37,79820,7.8,14.30,27.27,36.77,47.36,61.06,29740,56730,76480,98510,127010,,,
"Ann Arbor, MI","Sales representatives, wholesale and manufacturing, except technical and scientific products",,1260,10.1,29.84,62060,3.3,15.10,20.75,28.06,36.69,48.09,31420,43160,58370,76310,100040,,,
"Ann Arbor, MI",Demonstrators and product promoters,,80,18.3,13.16,27380,8.2,7.63,8.59,10.95,17.56,22.79,15870,17880,22780,36530,47400,,,
"Ann Arbor, MI",Real estate sales agents,,270,38.4,20.96,43590,12.3,10.50,12.04,21.22,23.92,25.74,21850,25040,44130,49760,53540,,,
"Ann Arbor, MI",Sales engineers,,60,25.6,44.01,91540,8.0,26.31,30.65,44.65,55.01,64.16,54730,63760,92880,114420,133440,,,
"Ann Arbor, MI",Telemarketers,,**,**,10.26,21350,8.3,7.37,7.59,10.19,11.51,13.59,15330,15790,21190,23940,28270,,,
"Ann Arbor, MI","Sales and related workers, all other",,340,39.0,18.33,38120,8.8,7.41,13.10,18.18,24.24,29.08,15410,27250,37820,50410,60480,,,
"Ann Arbor, MI",Office and administrative support occupations,major,28760,2.7,16.13,33540,1.4,9.06,11.57,15.32,19.68,24.34,18830,24070,31860,40930,50630,,,
"Ann Arbor, MI",First-line supervisors/managers of office and administrative support workers,,1160,6.4,23.47,48820,2.0,14.19,17.49,22.90,28.94,34.17,29510,36380,47630,60190,71070,,,
"Ann Arbor, MI","Switchboard operators, including answering service",,120,19.0,12.92,26860,4.1,9.50,10.76,12.56,14.87,17.43,19760,22390,26120,30920,36260,,,
"Ann Arbor, MI",Bill and account collectors,,330,17.3,16.84,35030,4.4,11.54,13.53,16.32,19.94,23.72,24000,28150,33940,41470,49340,,,
"Ann Arbor, MI",Billing and posting clerks and machine operators,,710,6.5,17.22,35820,1.9,12.92,14.41,16.87,19.36,23.07,26870,29980,35080,40260,47980,,,
"Ann Arbor, MI","Bookkeeping, accounting, and auditing clerks",,1590,11.4,17.96,37350,1.3,12.81,14.96,17.64,20.41,23.94,26650,31120,36700,42460,49780,,,
"Ann Arbor, MI",Payroll and timekeeping clerks,,210,11.1,18.08,37600,2.7,13.18,15.15,17.77,20.53,24.02,27400,31520,36970,42700,49950,,,
"Ann Arbor, MI",Procurement clerks,,130,13.5,18.53,38540,3.2,12.34,14.86,18.69,22.30,24.84,25670,30900,38870,46380,51660,,,
"Ann Arbor, MI",Tellers,,510,12.6,11.93,24810,2.5,9.59,10.52,11.74,13.30,15.04,19940,21890,24420,27650,31290,,,
"Ann Arbor, MI","Court, municipal, and license clerks",,200,18.1,21.60,44940,1.7,16.22,18.03,21.08,24.30,28.32,33750,37490,43850,50550,58900,,,
"Ann Arbor, MI",Customer service representatives,,3780,5.9,15.65,32550,2.3,10.04,12.70,15.06,18.31,21.97,20880,26420,31330,38090,45700,,,
"Ann Arbor, MI","Eligibility interviewers, government programs",,40,29.0,20.38,42400,8.7,14.87,18.29,21.06,23.19,24.46,30920,38040,43810,48230,50880,,,
"Ann Arbor, MI",File clerks,,210,16.6,11.21,23320,4.8,8.18,8.93,10.40,12.66,15.78,17010,18570,21630,26330,32820,,,
"Ann Arbor, MI","Hotel, motel, and resort desk clerks",,260,12.5,9.82,20430,2.9,8.00,8.56,9.47,10.71,12.08,16630,17810,19700,22270,25120,,,
"Ann Arbor, MI","Interviewers, except eligibility and loan",,160,14.8,18.09,37620,3.9,11.99,13.99,16.87,21.58,25.84,24930,29100,35080,44880,53740,,,
"Ann Arbor, MI",New accounts clerks,,100,20.6,16.48,34270,4.3,13.15,14.69,16.85,18.50,19.51,27360,30550,35050,38490,40570,,,
"Ann Arbor, MI",Order clerks,,140,30.4,13.79,28670,8.2,7.73,10.32,12.40,17.75,21.56,16070,21470,25790,36920,44850,,,
"Ann Arbor, MI","Human resources assistants, except payroll and timekeeping",,230,10.7,19.92,41430,2.0,13.88,17.53,20.75,23.06,24.45,28880,36470,43170,47970,50860,,,
"Ann Arbor, MI",Receptionists and information clerks,,1120,13.1,13.58,28240,4.5,7.82,10.25,12.60,15.32,21.91,16260,21310,26210,31870,45570,,,
"Ann Arbor, MI",Reservation and transportation ticket agents and travel clerks,,30,46.8,14.76,30690,6.5,11.06,13.40,14.75,16.06,18.86,23000,27880,30670,33400,39240,,,
"Ann Arbor, MI",All other information and record clerks,,250,12.3,18.60,38680,2.4,12.66,15.90,18.53,21.92,24.13,26330,33080,38550,45590,50190,,,
"Ann Arbor, MI",Couriers and messengers,,40,25.2,10.56,21970,5.4,8.24,8.80,9.76,11.95,14.16,17150,18300,20300,24860,29450,,,
"Ann Arbor, MI","Police, fire, and ambulance dispatchers",,130,14.3,20.80,43270,3.2,15.04,17.37,20.68,24.06,28.01,31290,36130,43000,50050,58260,,,
"Ann Arbor, MI","Dispatchers, except police, fire, and ambulance",,110,17.4,18.23,37920,6.2,10.71,12.51,16.41,23.17,29.60,22280,26010,34130,48190,61560,,,
"Ann Arbor, MI","Meter readers, utilities",,60,32.5,15.03,31260,3.0,11.32,13.00,14.60,17.06,19.52,23550,27040,30360,35480,40600,,,
"Ann Arbor, MI",Postal service clerks,,80,0.0,23.98,49880,*,21.09,24.54,24.54,24.54,25.09,43870,51040,51040,51040,52190,,,
"Ann Arbor, MI",Postal service mail carriers,,460,0.0,22.34,46470,*,17.98,19.84,23.49,24.64,24.64,37400,41270,48860,51250,51250,,,
"Ann Arbor, MI","Postal service mail sorters, processors, and processing machine operators",,70,0.0,23.41,48690,*,20.91,24.54,24.54,24.54,25.09,43490,51040,51040,51040,52190,,,
"Ann Arbor, MI","Production, planning, and expediting clerks",,270,8.9,21.08,43840,3.4,13.47,16.18,19.43,24.85,31.09,28020,33650,40410,51700,64660,,,
"Ann Arbor, MI","Shipping, receiving, and traffic clerks",,490,9.1,15.58,32410,3.1,10.01,12.25,14.44,17.33,23.66,20820,25480,30030,36040,49210,,,
"Ann Arbor, MI",Stock clerks and order fillers,,1580,10.3,12.99,27020,3.3,8.10,9.23,11.72,15.04,20.29,16840,19200,24380,31280,42190,,,
"Ann Arbor, MI",Executive secretaries and administrative assistants,,2790,4.2,19.91,41420,2.2,14.23,16.54,19.30,22.86,25.71,29590,34400,40150,47540,53490,,,
"Ann Arbor, MI",Legal secretaries,,**,**,22.91,47660,3.0,18.45,20.81,22.78,24.78,28.04,38380,43290,47380,51540,58330,,,
"Ann Arbor, MI",Medical secretaries,,390,22.0,15.76,32780,3.3,12.21,13.65,15.64,17.93,19.63,25400,28400,32530,37290,40830,,,
"Ann Arbor, MI","Secretaries, except legal, medical, and executive",,2270,5.9,16.79,34930,3.0,11.12,13.55,16.67,19.77,23.29,23140,28190,34660,41120,48430,,,
"Ann Arbor, MI",Computer operators,,200,15.4,13.87,28840,4.5,8.13,9.86,12.64,17.11,21.55,16900,20510,26290,35590,44830,,,
"Ann Arbor, MI",Data entry keyers,,270,12.0,12.98,27000,4.0,8.86,10.37,12.39,15.00,18.42,18420,21580,25780,31190,38310,,,
"Ann Arbor, MI",Word processors and typists,,130,14.1,16.21,33720,4.0,10.94,12.98,15.32,19.26,22.95,22760,26990,31870,40050,47740,,,
"Ann Arbor, MI",Desktop publishers,,80,26.5,17.77,36970,6.2,11.09,13.05,17.24,21.20,24.61,23070,27130,35860,44100,51190,,,
"Ann Arbor, MI",Insurance claims and policy processing clerks,,50,48.6,13.75,28600,10.3,9.07,10.83,13.59,17.07,19.11,18870,22530,28260,35500,39740,,,
"Ann Arbor, MI","Mail clerks and mail machine operators, except postal service",,100,12.3,13.36,27790,4.2,7.96,10.01,13.65,16.31,18.36,16550,20810,28400,33920,38180,,,
"Ann Arbor, MI","Office clerks, general",,6190,5.2,13.45,27970,3.0,8.22,9.62,12.01,15.99,20.75,17100,20020,24980,33260,43150,,,
"Ann Arbor, MI","Office machine operators, except computer",,**,**,15.77,32790,2.5,11.72,13.79,15.88,18.13,19.62,24370,28680,33030,37700,40820,,,
"Ann Arbor, MI",Proofreaders and copy markers,,80,17.8,*,*,*,*,*,*,*,*,*,*,*,*,*,,,
"Ann Arbor, MI","Office and administrative support workers, all other",,310,27.9,17.02,35400,11.7,10.13,11.02,13.31,23.90,29.68,21070,22920,27670,49720,61730,,,
"Ann Arbor, MI",Construction and extraction occupations,major,5010,5.4,25.90,53880,2.6,14.57,18.76,25.49,33.60,38.92,30310,39020,53020,69890,80940,,,
"Ann Arbor, MI",First-line supervisors/managers of construction trades and extraction workers,,340,13.3,31.41,65320,3.1,21.77,25.98,29.55,35.66,41.82,45290,54030,61470,74170,86980,,,
"Ann Arbor, MI",Brickmasons and blockmasons,,60,29.1,26.83,55810,3.8,17.82,24.15,27.95,30.70,32.90,37060,50230,58130,63850,68430,,,
"Ann Arbor, MI",Carpenters,,700,16.4,26.30,54700,6.2,14.90,19.37,27.61,32.18,38.21,30990,40290,57420,66940,79480,,,
"Ann Arbor, MI",Cement masons and concrete finishers,,120,25.2,21.35,44410,5.2,14.27,16.06,19.19,27.40,30.05,29680,33400,39910,57000,62500,,,
"Ann Arbor, MI",Construction laborers,,910,16.4,19.83,41260,4.3,13.57,16.70,19.78,23.14,26.95,28220,34740,41140,48140,56060,,,
"Ann Arbor, MI",Operating engineers and other construction equipment operators,,220,25.3,19.87,41330,6.7,13.93,15.65,19.03,23.72,26.28,28970,32560,39580,49350,54660,,,
"Ann Arbor, MI",Electricians,,860,5.7,32.84,68320,2.8,20.58,28.01,35.08,38.94,41.50,42800,58260,72970,80990,86330,,,
"Ann Arbor, MI",Glaziers,,30,23.5,19.89,41370,7.9,11.96,16.76,21.03,23.71,25.34,24870,34860,43730,49310,52710,,,
"Ann Arbor, MI","Painters, construction and maintenance",,320,25.3,23.98,49890,10.9,13.73,15.24,23.07,32.70,38.17,28550,31700,47990,68010,79380,,,
"Ann Arbor, MI","Plumbers, pipefitters, and steamfitters",,550,18.7,31.46,65450,3.8,21.38,25.69,34.39,38.19,40.57,44480,53440,71540,79440,84380,,,
