year,college,CIP Code,Category,Bachelor’s,Associate,Diploma/Certificates
2022,asu,23,English,1.48,,
2022,asu,24,Liberal arts/general studies,0.37,,
2022,asu,25,Library science,0.0,,
2022,asu,26,Biological/life sciences,3.62,,
2022,asu,27,Mathematics and statistics,1.04,,
2022,asu,28 and 29,Military science and military technologies,0.0,,
2022,asu,30,Interdisciplinary studies,0.35,,
2022,asu,31,Parks and recreation,8.79,,
2022,asu,38,Philosophy and religious studies,0.62,,
2022,asu,39,Theology and religious vocations,0.0,,
2022,asu,40,Physical sciences,2.24,,
2022,asu,41,Science technologies,0.0,,
2022,asu,42,Psychology,7.13,,
2022,asu,43,"Homeland Security, law enforcement, firefighting,
and protective services",3.34,,
2022,asu,44,Public administration and social services,2.58,,
2022,asu,45,Social sciences,5.83,,
2022,asu,46,Construction trades,,,
2022,asu,47,Mechanic and repair technologies,,,
2022,asu,48,Precision production,,,
2022,asu,49,Transportation and materials moving,,,
2022,asu,50,Visual and performing arts,5.72,,
2022,asu,51,Health professions and related programs,9.64,,
2022,asu,52,Business/marketing,20.2,,
2022,asu,54,History,0.85,,
2022,asu,,Other,,,
2022,caltech,01,Agriculture,,,
2022,caltech,03,Naturalresourcesandconservation,,,
2022,caltech,04,Architecture,,,
2022,caltech,05,"Area,ethnic,andgenderstudies",,,
2022,caltech,09,Communication/journalism,,,
2022,caltech,10,Communication technologies,,,
2022,caltech,11,Computerandinformationsciences,38.1,,
2022,caltech,12,Personalandculinaryservices,,,
2022,caltech,13,Education,,,
2022,caltech,14,Engineering,,,
2022,caltech,15,Engineeringtechnologies,29.8,,
2022,caltech,16,"Foreignlanguages,literatures,andlinguistics",,,
2022,caltech,19,Familyandconsumersciences,,,
2022,caltech,22,Law/legalstudies,,,
2022,caltech,23,English,,,
2022,caltech,24,Liberalarts/generalstudies,,,
2022,caltech,25,Libraryscience,,,
2022,caltech,26,Biological/life sciences,5.0,,
2022,caltech,27,Mathematicsandstatistics,6.4,,
2022,caltech,28and29,Militaryscienceandmilitarytechnologies,,,
2022,caltech,30,Interdisciplinary studies,,,
2022,caltech,31,Parksandrecreation,,,
2022,caltech,38,Philosophyandreligiousstudies,,,
2022,caltech,39,Theologyandreligiousvocations,,,
2022,caltech,40,Physicalsciences,19.7,,
2022,caltech,41,Sciencetechnologies,,,
2022,caltech,42,Psychology,,,
2022,caltech,43.0,"HomelandSecurity,lawenforcement,firefighting,and
pppprotective services",,,
2022,caltech,44.0,Publicadministrationandsocialservices,,,
2022,caltech,45.0,Socialsciences,,,
2022,caltech,46.0,Construction trades,,,
2022,caltech,47.0,Mechanicandrepairtechnologies,,,
2022,caltech,48.0,Precisionproduction,,,
2022,caltech,49.0,Transportationandmaterialsmoving,,,
2022,caltech,50.0,Visualandperformingarts,,,
2022,caltech,51.0,Healthprofessionsandrelatedprograms,,,
2022,caltech,52.0,Business/marketing,0.9,,
2022,caltech,54.0,History,,,
2022,caltech,,Other,,,
2022,caltech,,TOTAL(shouldbe=100%),99.9,0.0,0.0
2022,colgate,01,Agriculture,,,
2022,colgate,03,Natural resources and conservation,3.92%,,
2022,colgate,04,Architecture,2.23%,,
2022,colgate,05,"Area, ethnic, and gender studies",,,
2022,colgate,09,Communication/journalism,,,
2022,colgate,10,Communication technologies,,,
2022,colgate,11,Computer and information sciences,5.20%,,
2022,colgate,12,Personal and culinary services,,,
2022,colgate,13,Education,1.90%,,
2022,colgate,14,Engineering,,,
2022,colgate,15,Engineering technologies,,,
2022,colgate,16,"Foreign languages, literatures, and linguistics",4.77%,,
2022,colgate,19,Family and consumer sciences,,,
2022,colgate,22,Law/legal studies,,,
2022,colgate,23,English,3.82%,,
2022,colgate,24,Liberal arts/general studies,0.32%,,
2022,colgate,,Library science,"25
10.82% 26",,
2022,colgate,26,Biological/life sciences,,,
2022,colgate,27,Mathematics and statistics,4.03%,,
2022,colgate,28 & 29,Military science and military technologies,,,
2022,colgate,30,Interdisciplinary studies,3.08%,,
2022,colgate,31,Parks and recreation,,,
2022,colgate,38,Philosophy and religious studies,3.08%,,
2022,colgate,39,Theology and religious vocations,,,
2022,colgate,40,Physical sciences,5.09%,,
2022,colgate,41,Science technologies,,,
2022,colgate,42,Psychology,7.85%,,
2022,colgate,43,"Homeland Security, law enforcement, firefighting,",,,
2022,colgate,44,Public administration and social services,,,
2022,colgate,45,Social sciences,35.30%,,
2022,colgate,46,Construction trades,,,
2022,colgate,47,Mechanic and repair technologies,,,
2022,colgate,48,Precision production,,,
2022,colgate,49,Transportation and materials moving,,,
2022,colgate,50,Visual and performing arts,5.30%,,
2022,colgate,51,Health professions and related programs,,,
2022,colgate,52,Business/marketing,,,
2022,colgate,54,History,3.29%,,
2022,colgate,,Other,,,
2022,colgate,,TOTAL (should = 100%),100.00%,0.00%,0.00%
2022,dartmouth,01,Agriculture,,,
2022,dartmouth,03,Natural resources and conservation,3%,,
2022,dartmouth,04,Architecture,,,
2022,dartmouth,05,"Area, ethnic, and gender studies",5%,,
2022,dartmouth,09,Communication/journalism,,,
2022,dartmouth,10,Communication technologies,,,
2022,dartmouth,11,Computer and information sciences,10%,,
2022,dartmouth,12,Personal and culinary services,,,
2022,dartmouth,13,Education,,,
2022,dartmouth,14,Engineering,9%,,
2022,dartmouth,15,Engineering technologies,,,
2022,dartmouth,16,"Foreign languages, literatures, and linguistics",2%,,
2022,dartmouth,19,Family and consumer sciences,,,
2022,dartmouth,22,Law/legal studies,,,
2022,dartmouth,23,English,3%,,
2022,dartmouth,24,Liberal arts/general studies,,,
2022,dartmouth,25,Library science,,,
2022,dartmouth,26,Biological/life sciences,7%,,
2022,dartmouth,27,Mathematics and statistics,9%,,
2022,dartmouth,28 & 29,Military science and military technologies,,,
2022,dartmouth,30,Interdisciplinary studies,3%,,
2022,dartmouth,31,Parks and recreation,,,
2022,dartmouth,38,Philosophy and religious studies,2%,,
2022,dartmouth,39,Theology and religious vocations,,,
2022,dartmouth,40,Physical sciences,2%,,
2022,dartmouth,41,Science technologies,,,
2022,dartmouth,42,Psychology,6%,,
2022,dartmouth,43,"Homeland Security, law enforcement, firefighting,
and protective services",,,
2022,dartmouth,44,Public administration and social services,,,
2022,dartmouth,45,Social sciences,32%,,
2022,dartmouth,46,Construction trades,,,
2022,dartmouth,47,Mechanic and repair technologies,,,
2022,dartmouth,48,Precision production,,,
2022,dartmouth,49,Transportation and materials moving,,,
2022,dartmouth,50,Visual and performing arts,5%,,
2022,dartmouth,51,Health professions and related programs,,,
2022,dartmouth,52,Business/marketing,,,
2022,dartmouth,54,History,3%,,
2022,dartmouth,,Other,,,
2022,dartmouth,,TOTAL (should = 100%),100.00%,0.00%,0.00%
2022,george,1,Agriculture,,,
2022,george,3,Natural resources and conservation,,,
2022,george,4,Architecture,,,
2022,george,5,"Area, ethnic, and gender studies",2.07,,
2022,george,9,Communication/journalism,,,
2022,george,10,Communication technologies,,,
2022,george,11,Computer and information sciences,1.68,,8.33
2022,george,12,Personal and culinary services,,,
2022,george,13,Education,,,
2022,george,14,Engineering,,,
2022,george,15,Engineering technologies,,,
2022,george,16,"Foreign languages, literatures, and linguistics",2.35,,
2022,george,19,Family and consumer sciences,,,
2022,george,22,Law/legal studies,,,
2022,george,23,English,3.53,,
2022,george,24,Liberal arts/general studies,1.01,,
2022,george,25,Library science,,,
2022,george,26,Biological/life sciences,6.94,,
2022,george,27,Mathematics and statistics,2.29,,
2022,george,28 and 29,Military science and military technologies,,,
2022,george,30,Interdisciplinary studies,7.72,,
2022,george,31,Parks and recreation,,,
2022,george,38,Philosophy and religious studies,0.95,,
2022,george,39,Theology and religious vocations,,,
2022,george,40,Physical sciences,0.9,,
2022,george,41,Science technologies,,,
2022,george,42,Psychology,5.09,,
2022,george,43,"Homeland Security, law enforcement, firefighting,
and protective services",,,
2022,george,44,Public administration and social services,,,
2022,george,45,Social sciences,38.44,,
2022,george,46,Construction trades,,,
2022,george,47,Mechanic and repair technologies,,,
2022,george,48,Precision production,,,
2022,george,49,Transportation and materials moving,,,
2022,george,50,Visual and performing arts,0.56,,
2022,george,51,Health professions and related programs,4.42,,91.67
2022,george,52,Business/marketing,20.09,,
2022,george,54,History,1.96,,
2022,george,,Other,,,
2022,ucsd,01,Agriculture,,,
2022,ucsd,03,Natural resources and conservation,1,,
2022,ucsd,04,Architecture,0.9,,
2022,ucsd,05,"Area, ethnic, and gender studies",0.3,,
2022,ucsd,09,Communication/journalism,2.8,,
2022,ucsd,10,Communication technologies,,,
2022,ucsd,11,Computer and information sciences,8.6,,
2022,ucsd,12,Personal and culinary services,,,
2022,ucsd,13,Education,0.5,,
2022,ucsd,14,Engineering,11.7,,
2022,ucsd,15,Engineering technologies,,,
2022,ucsd,16,"Foreign languages, literatures, and linguistics",0.7,,
2022,ucsd,19,Family and consumer sciences,0.9,,
2022,ucsd,22,Law/legal studies,,,
2022,ucsd,23,English,1,,
2022,ucsd,24,Liberal arts/general studies,,,
2022,ucsd,25,Library science,,,
2022,ucsd,26,Biological/life sciences,18.9,,
2022,ucsd,27,Mathematics and statistics,4.3,,
2022,ucsd,28 & 29,Military science and military technologies,,,
2022,ucsd,30,Interdisciplinary studies,16.8,,
2022,ucsd,31,Parks and recreation,,,
2022,ucsd,38,Philosophy and religious studies,0.3,,
2022,ucsd,39,Theology and religious vocations,,,
2022,ucsd,40,Physical sciences,4.6,,
2022,ucsd,41,Science technologies,,,
2022,ucsd,42,Psychology,7.6,,
2022,ucsd,43,"Homeland Security, law enforcement, firefighting,",,,
2022,ucsd,44,Public administration and social services,,,
2022,ucsd,45,Social sciences,11.2,,
2022,ucsd,46,Construction trades,,,
2022,ucsd,47,Mechanic and repair technologies,,,
2022,ucsd,48,Precision production,,,
2022,ucsd,49,Transportation and materials moving,,,
2022,ucsd,50,Visual and performing arts,2.1,,
2022,ucsd,51,Health professions and related programs,3.4,,
2022,ucsd,52,Business/marketing,1.8,,
2022,ucsd,54,History,0.7,,
2022,ucsd,,Other,,,
2022,ucsd,,TOTAL (should = 100%),100%,0.00%,0.00%
2022,umich,1,Agriculture,,,
2022,umich,3,Natural resources and conservation,1%,,
2022,umich,4,Architecture,1%,,
2022,umich,5,"Area, ethnic, and gender studies",1%,,
2022,umich,9,Communication/journalism,3%,,
2022,umich,10,Communication technologies,,,
2022,umich,11,Computer and information sciences,14%,,
2022,umich,12,Personal and culinary services,,,
2022,umich,13,Education,1%,,
2022,umich,14,Engineering,15%,,
2022,umich,15,Engineering technologies,0%,,
2022,umich,16,"Foreign languages, literatures, and linguistics",2%,,
2022,umich,19,Family and consumer sciences,,,
2022,umich,22,Law/legal studies,,,
2022,umich,23,English,1%,,
2022,umich,24,Liberal arts/general studies,1%,,
2022,umich,25,Library science,,,
2022,umich,26,Biological/life sciences,10%,,
2022,umich,27,Mathematics and statistics,3%,,
2022,umich,28 & 29,Military science and military technologies,,,
2022,umich,30,Interdisciplinary studies,5%,,
2022,umich,31,Parks and recreation,3%,,
2022,umich,38,Philosophy and religious studies,0%,,
2022,umich,39,Theology and religious vocations,,,
2022,umich,40,Physical sciences,2%,,
2022,umich,41,Science technologies,,,
2022,umich,42,Psychology,8%,,
2022,umich,43,"Homeland Security, law enforcement, firefighting, and protective services",,,
2022,umich,44,Public administration and social services,1%,,
2022,umich,45,Social sciences,11%,,
2022,umich,46,Construction trades,,,
2022,umich,47,Mechanic and repair technologies,,,
2022,umich,48,Precision production,,,
2022,umich,49,Transportation and materials moving,,,
2022,umich,50,Visual and performing arts,5%,,
2022,umich,51,Health professions and related programs,5%,,
2022,umich,52,Business/marketing,8%,,
2022,umich,54,History,1%,,
2022,umich,-,Other,,,
2022,umich,,TOTAL,100%,,
2022,wsu,01,Agriculture,3%,,1%
2022,wsu,03,Natural resources and conservation,0%,,
2022,wsu,04,Architecture,1%,,
2022,wsu,05,"Area, ethnic, and gender studies",0%,,0%
2022,wsu,09,Communication/journalism,8%,,6%
2022,wsu,10,Communication technologies,,,
2022,wsu,11,Computer and information sciences,3%,,
2022,wsu,12,Personal and culinary services,,,
2022,wsu,13,Education,3%,,36%
2022,wsu,14,Engineering,10%,,
2022,wsu,15,Engineering technologies,1%,,4%
2022,wsu,16,"Foreign languages, literatures, and linguistics",1%,,
2022,wsu,19,Family and consumer sciences,3%,,4%
2022,wsu,22,Law/legal studies,,,
2022,wsu,23,English,2%,,2%
2022,wsu,24,Liberal arts/general studies,2%,,0%
2022,wsu,25,Library science,,,
2022,wsu,26,Biological/life sciences,9%,,1%
2022,wsu,27,Mathematics and statistics,1%,,0%
2022,wsu,28 & 29,Military science and military technologies,,,
2022,wsu,30,Interdisciplinary studies,1%,,2%
2022,wsu,31,Parks and recreation,2%,,
2022,wsu,38,Philosophy and religious studies,0%,,
2022,wsu,39,Theology and religious vocations,,,
2022,wsu,40,Physical sciences,2%,,1%
2022,wsu,41,Science technologies,,,
2022,wsu,42,Psychology,8%,,
2022,wsu,43,"Homeland Security, law enforcement, firefighting,",,,0%
2022,wsu,44,Public administration and social services,0%,,
2022,wsu,45,Social sciences,10%,,
2022,wsu,46,Construction trades,,,
2022,wsu,47,Mechanic and repair technologies,,,
2022,wsu,48,Precision production,,,
2022,wsu,49,Transportation and materials moving,,,
2022,wsu,50,Visual and performing arts,1%,,2%
2022,wsu,51,Health professions and related programs,7%,,7%
2022,wsu,52,Business/marketing,21%,,34%
2022,wsu,54,History,1%,,
2022,wsu,,Other,,,
2022,wsu,,TOTAL (should = 100%),100.00%,0.00%,100.00%
2023,asu,1,Agriculture,0.07,,
2023,asu,3,Natural resources and conservation,2.53,,
2023,asu,4,Architecture,0.22,,
2023,asu,5,"Area, ethnic, and gender studies",0.14,,
2023,asu,9,Communication/journalism,6.13,,
2023,asu,10,Communication technologies,0.19,,
2023,asu,11,Computer and information sciences,2.07,,
2023,asu,12,Personal and culinary services,0.0,,
2023,asu,13,Education,9.27,,
2023,asu,14,Engineering,0.0,,
2023,asu,15,Engineering technologies,1.34,,
2023,asu,16,"Foreign languages, literatures, and linguistics",0.61,,
2023,asu,19,Family and consumer sciences,1.44,,
2023,asu,22,Law/legal studies,0.0,,
2023,asu,23,English,1.75,,
2023,asu,24,Liberal arts/general studies,0.44,,
2023,asu,25,Library science,0.0,,
2023,asu,26,Biological/life sciences,4.01,,
2023,asu,27,Mathematics and statistics,0.88,,
2023,asu,28 and 29,Military science and military technologies,0.0,,
2023,asu,30,Interdisciplinary studies,0.39,,
2023,asu,31,Parks and recreation,8.18,,
2023,asu,38,Philosophy and religious studies,0.26,,
2023,asu,39,Theology and religious vocations,0.0,,
2023,asu,40,Physical sciences,2.21,,
2023,asu,41,Science technologies,0.0,,
2023,asu,42,Psychology,7.71,,
2023,asu,43,"Homeland Security, law enforcement, firefighting,
and protective services",3.48,,
2023,asu,44,Public administration and social services,2.51,,
2023,asu,45,Social sciences,4.77,,
2023,asu,46,Construction trades,,,
2023,asu,47,Mechanic and repair technologies,,,
2023,asu,48,Precision production,,,
2023,asu,49,Transportation and materials moving,,,
2023,asu,50,Visual and performing arts,6.16,,
2023,asu,51,Health professions and related programs,8.88,,
2023,asu,52,Business/marketing,22.9,,
2023,asu,54,History,1.46,,
2023,asu,,Other,,,
2023,caltech,1,Agriculture,,,
2023,caltech,3,Natural resources and conservation,,,
2023,caltech,4,Architecture,,,
2023,caltech,5,"Area, ethnic, and gender studies",,,
2023,caltech,9,Communication/journalism,,,
2023,caltech,10,Communication technologies,,,
2023,caltech,11,Computer and information sciences,30.5,,
2023,caltech,12,Personal and culinary services,,,
2023,caltech,13,Education,,,
2023,caltech,14,Engineering,36.1,,
2023,caltech,15,Engineering technologies,,,
2023,caltech,16,"Foreign languages, literatures, and linguistics",,,
2023,caltech,19,Family and consumer sciences,,,
2023,caltech,22,Law/legal studies,,,
2023,caltech,23,English,,,
2023,caltech,24,Liberal arts/general studies,,,
2023,caltech,25,Library science,,,
2023,caltech,26,Biological/life sciences,6.0,,
2023,caltech,27,Mathematics and statistics,10.7,,
2023,caltech,28 and 29,Military science and military technologies,,,
2023,caltech,30,Interdisciplinary studies,,,
2023,caltech,31,Parks and recreation,,,
2023,caltech,38,Philosophy and religious studies,,,
2023,caltech,39,Theology and religious vocations,,,
2023,caltech,40,Physical sciences,13.3,,
2023,caltech,41,Science technologies,,,
2023,caltech,42,Psychology,,,
2023,caltech,43,"Homeland Security, law enforcement, firefighting,
and protective services",,,
2023,caltech,44,Public administration and social services,,,
2023,caltech,45,Social sciences,,,
2023,caltech,46,Construction trades,,,
2023,caltech,47,Mechanic and repair technologies,,,
2023,caltech,48,Precision production,,,
2023,caltech,49,Transportation and materials moving,,,
2023,caltech,50,Visual and performing arts,,,
2023,caltech,51,Health professions and related programs,,,
2023,caltech,52,Business/marketing,0.4,,
2023,caltech,54,History,,,
2023,caltech,,Other,,,
2023,colgate,01,Agriculture,,,
2023,colgate,03,Natural resources and conservation,0.0407,,
2023,colgate,04,Architecture,,,
2023,colgate,05,"Area, ethnic, and gender studies",0.0193,,
2023,colgate,09,Communication/journalism,,,
2023,colgate,10,Communication technologies,,,
2023,colgate,11,Computer and information sciences,0.0665,,
2023,colgate,12,Personal and culinary services,,,
2023,colgate,13,Education,0.0214,,
2023,colgate,14,Engineering,,,
2023,colgate,15,Engineering technologies,,,
2023,colgate,16,"Foreign languages, literatures, and linguistics",0.0289,,
2023,colgate,19,Family and consumer sciences,,,
2023,colgate,22,Law/legal studies,,,
2023,colgate,23,English,0.0418,,
2023,colgate,24,Liberal arts/general studies,0.0011,,
2023,colgate,25,Library science,,,
2023,colgate,26,Biological/life sciences,0.1308,,
2023,colgate,27,Mathematics and statistics,0.0204,,
2023,colgate,28 & 29,Military science and military technologies,,,
2023,colgate,30,Interdisciplinary studies,0.0364,,
2023,colgate,31,Parks and recreation,,,
2023,colgate,38,Philosophy and religious studies,0.0439,,
2023,colgate,39,Theology and religious vocations,,,
2023,colgate,40,Physical sciences,0.0504,,
2023,colgate,41,Science technologies,,,
2023,colgate,42,Psychology,0.0665,,
2023,colgate,43,"Homeland Security, law enforcement, firefighting,",,,
2023,colgate,44,Public administration and social services,,,
2023,colgate,45,Social sciences,0.343,,
2023,colgate,46,Construction trades,,,
2023,colgate,47,Mechanic and repair technologies,,,
2023,colgate,48,Precision production,,,
2023,colgate,49,Transportation and materials moving,,,
2023,colgate,50,Visual and performing arts,0.0472,,
2023,colgate,51,Health professions and related programs,,,
2023,colgate,52,Business/marketing,,,
2023,colgate,54,History,0.0418,,
2023,colgate,,Other,,,
2023,colgate,,TOTAL (should = 100%),100.01%,0.00%,0.00%
2023,dartmouth,1,Agriculture,,,
2023,dartmouth,3,Natural resources and conservation,,,
2023,dartmouth,4,Architecture,,,
2023,dartmouth,5,"Area, ethnic, and gender studies",4.6,,
2023,dartmouth,9,Communication/journalism,,,
2023,dartmouth,10,Communication technologies,,,
2023,dartmouth,11,Computer and information sciences,9.2,,
2023,dartmouth,12,Personal and culinary services,,,
2023,dartmouth,13,Education,,,
2023,dartmouth,14,Engineering,6.1,,
2023,dartmouth,15,Engineering technologies,,,
2023,dartmouth,16,"Foreign languages, literatures, and linguistics",3.5,,
2023,dartmouth,19,Family and consumer sciences,,,
2023,dartmouth,22,Law/legal studies,,,
2023,dartmouth,23,English,2.9,,
2023,dartmouth,24,Liberal arts/general studies,,,
2023,dartmouth,25,Library science,,,
2023,dartmouth,26,Biological/life sciences,8.5,,
2023,dartmouth,27,Mathematics and statistics,8.0,,
2023,dartmouth,28 and 29,Military science and military technologies,,,
2023,dartmouth,30,Interdisciplinary studies,9.1,,
2023,dartmouth,31,Parks and recreation,,,
2023,dartmouth,38,Philosophy and religious studies,3.0,,
2023,dartmouth,39,Theology and religious vocations,,,
2023,dartmouth,40,Physical sciences,3.9,,
2023,dartmouth,41,Science technologies,,,
2023,dartmouth,42,Psychology,3.4,,
2023,dartmouth,43,"Homeland Security, law enforcement, firefighting,
and protective services",,,
2023,dartmouth,44,Public administration and social services,,,
2023,dartmouth,45,Social sciences,30.7,,
2023,dartmouth,46,Construction trades,,,
2023,dartmouth,47,Mechanic and repair technologies,,,
2023,dartmouth,48,Precision production,,,
2023,dartmouth,49,Transportation and materials moving,,,
2023,dartmouth,50,Visual and performing arts,4.3,,
2023,dartmouth,51,Health professions and related programs,,,
2023,dartmouth,52,Business/marketing,,,
2023,dartmouth,54,History,2.8,,
2023,dartmouth,,Other,,,
2023,george,01,Agriculture,,,
2023,george,03,Natural resources and conservation,,,
2023,george,04,Architecture,,,
2023,george,05,"Area, ethnic, and gender studies",1.94%,,
2023,george,09,Communication/journalism,,,
2023,george,10,Communication technologies,,,
2023,george,11,Computer and information sciences,2.32%,,6.67%
2023,george,12,Personal and culinary services,,,
2023,george,13,Education,,,
2023,george,14,Engineering,,,
2023,george,15,Engineering technologies,,,
2023,george,16,"Foreign languages, literatures, and linguistics",2.53%,,
2023,george,19,Family and consumer sciences,,,
2023,george,22,Law/legal studies,,,
2023,george,23,English,2.32%,,
2023,george,24,Liberal arts/general studies,1.29%,,
2023,george,25,Library science,,,
2023,george,26,Biological/life sciences,5.98%,,
2023,george,27,Mathematics and statistics,2.15%,,
2023,george,28 & 29,Military science and military technologies,,,
2023,george,30,Interdisciplinary studies,4.95%,,
2023,george,31,Parks and recreation,,,
2023,george,38,Philosophy and religious studies,0.92%,,
2023,george,39,Theology and religious vocations,,,
2023,george,40,Physical sciences,1.13%,,
2023,george,41,Science technologies,,,
2023,george,42,Psychology,4.69%,,
2023,george,43,"Homeland Security, law enforcement, firefighting,",,,
2023,george,44,Public administration and social services,,,
2023,george,45,Social sciences,41.95%,,
2023,george,46,Construction trades,,,
2023,george,47,Mechanic and repair technologies,,,
2023,george,48,Precision production,,,
2023,george,49,Transportation and materials moving,,,
2023,george,50,Visual and performing arts,1.18%,,
2023,george,51,Health professions and related programs,5.01%,,93.33%
2023,george,52,Business/marketing,19.92%,,
2023,george,54,History,1.72%,,
2023,george,,Other,,,
2023,george,,TOTAL (should = 100%),100.00%,0.00%,100.00%
2023,ucsd,1,Agriculture,,,
2023,ucsd,3,Natural resources and conservation,1.0,,
2023,ucsd,4,Architecture,1.0,,
2023,ucsd,5,"Area, ethnic, and gender studies",0.3,,
2023,ucsd,9,Communication/journalism,2.6,,
2023,ucsd,10,Communication technologies,,,
2023,ucsd,11,Computer and information sciences,8.4,,
2023,ucsd,12,Personal and culinary services,,,
2023,ucsd,13,Education,0.5,,
2023,ucsd,14,Engineering,10.9,,
2023,ucsd,15,Engineering technologies,,,
2023,ucsd,16,"Foreign languages, literatures, and linguistics",0.5,,
2023,ucsd,19,Family and consumer sciences,0.6,,
2023,ucsd,22,Law/legal studies,,,
2023,ucsd,23,English,1.0,,
2023,ucsd,24,Liberal arts/general studies,,,
2023,ucsd,25,Library science,,,
2023,ucsd,26,Biological/life sciences,19.5,,
2023,ucsd,27,Mathematics and statistics,4.3,,
2023,ucsd,28 and 29,Military science and military technologies,,,
2023,ucsd,30,Interdisciplinary studies,15.9,,
2023,ucsd,31,Parks and recreation,,,
2023,ucsd,38,Philosophy and religious studies,0.4,,
2023,ucsd,39,Theology and religious vocations,,,
2023,ucsd,40,Physical sciences,3.6,,
2023,ucsd,41,Science technologies,,,
2023,ucsd,42,Psychology,8.7,,
2023,ucsd,43,"Homeland Security, law enforcement, firefighting,
and protective services",,,
2023,ucsd,44,Public administration and social services,,,
2023,ucsd,45,Social sciences,10.3,,
2023,ucsd,46,Construction trades,,,
2023,ucsd,47,Mechanic and repair technologies,,,
2023,ucsd,48,Precision production,,,
2023,ucsd,49,Transportation and materials moving,,,
2023,ucsd,50,Visual and performing arts,2.8,,
2023,ucsd,51,Health professions and related programs,3.6,,
2023,ucsd,52,Business/marketing,3.3,,
2023,ucsd,54,History,0.7,,
2023,ucsd,,Other,,,
2023,umich,1,Agriculture,,,
2023,umich,3,Natural resources and conservation,1%,,
2023,umich,4,Architecture,1%,,
2023,umich,5,"Area, ethnic, and gender studies",1%,,
2023,umich,9,Communication/journalism,2%,,
2023,umich,10,Communication technologies,,,
2023,umich,11,Computer and information sciences,16%,,
2023,umich,12,Personal and culinary services,,,
2023,umich,13,Education,1%,,
2023,umich,14,Engineering,14%,,
2023,umich,15,Engineering technologies,0%,,
2023,umich,16,"Foreign languages, literatures, and linguistics",1%,,
2023,umich,19,Family and consumer sciences,,,
2023,umich,22,Law/legal studies,,,
2023,umich,23,English,1%,,
2023,umich,24,Liberal arts/general studies,1%,,
2023,umich,25,Library science,,,
2023,umich,26,Biological/life sciences,9%,,
2023,umich,27,Mathematics and statistics,3%,,
2023,umich,28 & 29,Military science and military technologies,,,
2023,umich,30,Interdisciplinary studies,5%,,
2023,umich,31,Parks and recreation,3%,,
2023,umich,38,Philosophy and religious studies,0%,,
2023,umich,39,Theology and religious vocations,,,
2023,umich,40,Physical sciences,2%,,
2023,umich,41,Science technologies,,,
2023,umich,42,Psychology,8%,,
2023,umich,43,"Homeland Security, law enforcement, firefighting, and protective services",,,
2023,umich,44,Public administration and social services,1%,,
2023,umich,45,Social sciences,11%,,
2023,umich,46,Construction trades,,,
2023,umich,47,Mechanic and repair technologies,,,
2023,umich,48,Precision production,,,
2023,umich,49,Transportation and materials moving,,,
2023,umich,50,Visual and performing arts,5%,,
2023,umich,51,Health professions and related programs,4%,,
2023,umich,52,Business/marketing,8%,,
2023,umich,54,History,1%,,
2023,umich,-,Other,,,
2023,umich,,TOTAL,100%,,
2023,wsu,1,Agriculture,3.0,,0.0
2023,wsu,3,Natural resources and conservation,0.0,,
2023,wsu,4,Architecture,1.0,,
2023,wsu,5,"Area, ethnic, and gender studies",0.0,,
2023,wsu,9,Communication/journalism,8.0,,6.0
2023,wsu,10,Communication technologies,,,
2023,wsu,11,Computer and information sciences,5.0,,
2023,wsu,12,Personal and culinary services,,,
2023,wsu,13,Education,4.0,,33.0
2023,wsu,14,Engineering,8.0,,
2023,wsu,15,Engineering technologies,1.0,,4.0
2023,wsu,16,"Foreign languages, literatures, and linguistics",0.0,,0.0
2023,wsu,19,Family and consumer sciences,3.0,,4.0
2023,wsu,22,Law/legal studies,,,
2023,wsu,23,English,2.0,,2.0
2023,wsu,24,Liberal arts/general studies,1.0,,
2023,wsu,25,Library science,,,
2023,wsu,26,Biological/life sciences,9.0,,1.0
2023,wsu,27,Mathematics and statistics,1.0,,0.0
2023,wsu,28 and 29,Military science and military technologies,,,
2023,wsu,30,Interdisciplinary studies,2.0,,1.0
2023,wsu,31,Parks and recreation,1.0,,
2023,wsu,38,Philosophy and religious studies,0.0,,
2023,wsu,39,Theology and religious vocations,,,
2023,wsu,40,Physical sciences,3.0,,0.0
2023,wsu,41,Science technologies,,,
2023,wsu,42,Psychology,9.0,,
2023,wsu,43,"Homeland Security, law enforcement, firefighting,
and protective services",,,0.0
2023,wsu,44,Public administration and social services,0.0,,
2023,wsu,45,Social sciences,11.0,,
2023,wsu,46,Construction trades,,,
2023,wsu,47,Mechanic and repair technologies,,,
2023,wsu,48,Precision production,,,
2023,wsu,49,Transportation and materials moving,,,
2023,wsu,50,Visual and performing arts,1.0,,3.0
2023,wsu,51,Health professions and related programs,7.0,,5.0
2023,wsu,52,Business/marketing,18.0,,39.0
2023,wsu,54,History,1.0,,
2023,wsu,,Other,,,
